"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The President (Senator the Hon. A. M. McMullin) took the chair at 3 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","MCKENNA, Nicholas","KTN","N/A","N/A","N/A","159","Does the Leader of the Government in the Senate recall justifying to the Senate, in October last, the extension of special facilities to Senator Cole on the ground^ that, although he was the sole representative in the Senate of a political party, he represented in the Senate a political party, which, with seven members in the House of Representatives, was recognized by the Parliament as a political party? Is it not a fact that the said political party now has no representative in the House of Representatives? Further, is it not a fact that Senator Cole is now the sole representative of that political party in the Parliament? Can the Minister say what facilities, if any, not available to honorable senators without party office of any kind, are now extended, or are proposed to be extended, to Senator Cole? Tn particular, will he state what facilities are extended, or are proposed to be extended, to Senator Cole, in the matters of staff, office accommodation, for himself and for his staff, car travel for himself and for his staff, and air travel for himself and for his staff? Will he also tell the Senate the annual salary cost of each member of Senator Coles staff. If any such special facilities are granted, will he say on what ground, or grounds, they are justified by the Government in favour of the sole representative of a political party in the Parliament? ","SENATOR G. R. COLE","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","OSULLIVAN, Neil","JZI","N/A","LP","N/A","159","I am sure that the Leader of the Opposition would not expect me to give an impromptu answer to a series of seven questions, although I can quite understand the reasons why those questions have been Submitted to me. Senator Cole is a person for whom I have a great regard. He served his country well in peace and in war. But his politics are quite opposed to mine. Therefore, I expect no help or support from him, and he can expect no help or support from me. I believe he is capable of looking after himself. 1 can quite understand the bitterness with which he is regarded by his former colleagues. I shall examine the questions submitted by the Leader of the Opposition and give him a considered answer in due course. ","SENATOR G. R. COLE","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","LAUGHT, Keith","KQQ","N/A","N/A","N/A","159","Can the AttorneyGeneral inform the Senate when he expects to introduce the legislation relating to bankruptcy that was foreshadowed in the Speech of His Excellency the GovernorGeneral at the opening of the Parliament? Bearing in mind the practice adopted a year or so ago in connexion with the Patents Act, when legislation was introduced some months ahead of its anticipated final passing, will the Minister so arrange the timetable for the passage of this legislation through the Senate as to give honorable senators adequate time for its consideration? ","BANKRUPTCY LEGISLATION","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","SPICER, John","K6Z","N/A","LP","N/A","159","I fear that, during the last sittings of the Parliament, one day I innocently misled the Senate by saying that a committee had, at that time, been appointed to consider amendments of the Bankruptcy Act. The fact was that the committee had not, at that time, been appointed. It was in process of formation, and that process is now almost complete. We expect that a committee to review the whole of the Bankruptcy Act shortly will enter upon its task. ","BANKRUPTCY LEGISLATION","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","WRIGHT, Reginald","KBW","N/A","N/A","N/A","159","What will be the nature of the committee? ","BANKRUPTCY LEGISLATION","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/interjection/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","SPICER, John","K6Z","N/A","N/A","N/A","159","The chairman of the committee will be the Chief Judge of the Bankruptcy Court, and it will include persons who have been nominated by the Law Council of Australia and other bodies interested particularly in bankruptcy matters. It will make a complete review of the operation of bankruptcy law, and as a result, I expect that a new consolidated act ultimately will be presented to the Parliament. Senator Laught can rest assured that ample facilities will be given to both Houses of the Parliament to consider that measure fully. I shall be in charge of it in this chamber,, and I shall deal with it. in precisely the same way as I deal with. Patents; Acts.,. Trade Marks Acts andi matters of that kind, which sometimes, come before: the: Senates ","BANKRUPTCY LEGISLATION","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/continue/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","TANGNEY, Dorothy","K7Y","N/A","N/A","N/A","160","In view of the statement of the Minister representing the Minister for Trade that the assets, of. the. Whaling Commission in. Western Australia are to be sold shortly; can the Minister inform the Senate whether steps have been taken, to protect the interests of the present employees of the commission, such as by arranging to absorb them. in. other branches of the Commonwealth Public Service, so as to ensure that their continuity of government employment shall not be interfered with? ","WHALING","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","SPOONER, William","K7A","N/A","LP","N/A","160","I think that the honorable senator has referred to a position, that can arise onLy when and if the. whaling, station in Western Australia is sold. I should think that if it were sold, the purchaser undoubtedly would require the services of a very substantial number1 of the employees, if not all of them, becauseit is an undertaking in which a good deal of experience is required. Therefore, 1 think that it is rather anticipating eventsto raise questions such as that at this stage. ","WHALING","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","ROBERTSON, Agnes","K2S","N/A","N/A","N/A","160","Is the Minister for Shipping and Transport aware that the Western Shipping Company of Western Australia has announced that if will cease operations in its trading: between Fremantle and northwestern ports because of the enormous cost, of stevedoring,, and also because of trouble on the wharfs? If the Minister is aware of this situation can he say whether any endeavour will be made by the Australian Government to» encourage the retention, of the ship Comara., owned by the Western Shipping Company, oh this run in order to help the people in the far north by transporting! the provisions they require? ","WESTERN AUSTRALIAN SHIPPING SERVICES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","PALTRIDGE, Shane","JZY","N/A","LP","N/A","160","I have not, as yet, seen anything which indicated1 that the Comara would be taken out of commission, for the reasons stated by the honorable senator. As she has drawn my attention to that possibility, and as I appreciate the importance of shipping, to the northwest of Western Australia I shall cause immediate inquiries to be made in order to ascertain the facts and the steps which may be necessary, or which are possible, to keep the ship in commission. ","WESTERN AUSTRALIAN SHIPPING SERVICES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","COOKE, Joseph","JQN","N/A","N/A","N/A","160","Can the Minister tor Shipping, and Transport say whether it is a fact, that he was chairman of a meeting of the Australian. Transport Advisory Council, which was held in Hobart last week? Is it also a fact that after bemoaning the high, cost of transpout, and the desperate, position of. motorists in this country, and after spending a considerable period of time discussing, matters connected with transport, the meeting concluded with the following resolution :  That the Commonwealth consider an additional taxi upon petrol and diesel fuel used for road transport : such tax to be. wholly divided between the States, solely for the new construction of roads.. The division of the collections to be subject to the approval of the; States. Does the Minister consider this resolution to be a proper one, and does he give full cognisance to the fact, that the distribution of petrol tax is made according to a formula based on area and population.? Is it proposed to depart from that formula? Is the Minister also aware that the Opposition, for many years, has pressed for the whole of petrol tax collections to be. applied to the construction of better roads and the improvement of motoring and motor transport?","PETROL TAX","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question/talk.start/para","N/A","N/A"
