"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The President took the chair at 2.30 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Alleged Combine","INDUSTRIES PRESERVATION ACT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/para","N/A","N/A"
"1","0","0","0","0","0","0","1","CROFT, John","JTH","N/A","N/A","N/A","265","I desire to draw the attention of the Minister representing the AttorneyGeneral to the statement in this mornings Age that an affiliation between some steamship companies and coal owners has taken place. I have not a copy of the newspaper at hand, but I ask the Minister to see that the officers of the Department are careful to protect the public interest from any action which this socalled affiliation of companies may take in the matter of increasing the rates for the carriage of goods or passengers. ","INDUSTRIES PRESERVATION ACT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","BEST, Robert","JPC","N/A","Protectionist","N/A","265","I ask my honorable friend to be good enough to give notice of the question. ","INDUSTRIES PRESERVATION ACT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/answer/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Senator BEST laid upon the table the following paper :","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[1]","N/A","N/A"
"0","0","0","0","0","1","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Navigation Bill. Further Correspondence with the Secretary of State for the Colonies, dated 27th November, 1908, to 31st March, 1909. ","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/quote/para","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Ordered to be printed.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[2]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","MINISTERS laid upon the table","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[3]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Census and Statistics Act 1905","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[4]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Regulation (Provisional) relating to the Utilization of Statistical information for State Purposes. Statutory Rules 1909, No. 60.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[5]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Trade and Customs and Excise Revenue of the Commonwealth of Australia for the year 1907.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[6]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Trade, Shipping, Oversea Migration, and Finance of the Commonwealth of Australia for the months of","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[7]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","August,1908 Bulletin No. 20.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[8]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","September, 1908. Bulletin No. 21.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[9]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","October,1908. Bulletin No. 22.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[10]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","November, 1908. Bulletin No. 23.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[11]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","December,1908. Bulletin No. 24.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[12]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","January, 1909. Bulletin No. 25.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[13]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","February, 1909. Bulletin No. 26.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[14]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","March,1909. Bulletin No. 27.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[15]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Population and Vital Statistics of the Commonwealth for the quarters ended 31st March, 1908. Bulletin No. 9. 30th June, 1908. Bulletin No. 10 30th September, 1908. Bulletin No.11. 31st December, 1908. Bulletin No. 12.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[16]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Transport and Communication. Summary of Commonwealth Statistics for the years. 1901 to1908. Bulletin No. 2.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[17]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Production. Summary of Commonwealth Statistics for the years1901 to 1907. Bulletin No. 2.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[18]","N/A","N/A"
