"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The President (Senator the Hon. P. J. Lynch) took the chair at 12 noon, and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The following papers were presented:","N/A","PAPERS","/hansard/chamber.xscript/debate[1]/para[1]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Commonwealth Public Service Act Appointments Department of External Affairs A. T. Stirling, T. Mathew and P. R. Heydon.","N/A","PAPERS","/hansard/chamber.xscript/debate[1]/para[2]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Commonwealth Public Service Act Twelfth Report on the Commonwealth Public Service by the Board of Commissioners, dated 11th December, 1935.","N/A","PAPERS","/hansard/chamber.xscript/debate[1]/para[3]","N/A","N/A"
"1","0","0","0","0","0","0","1","HARDY, Charles","KNZ","N/A","N/A","N/A","245","Has the attention of the Leader of the Senatebeen drawn to the press statement that it is the intention of the Commonwealth Government to send to the coronation celebrations a contingent of 1,000 Australian returned soldiers? Will he say whether that is or is not the intention of the Government ? ","CORONATION CELEBRATIONS","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","PEARCE, George","K0F","N/A","N/A","N/A","245","So far as I am aware, the Government has not yet received an invitation to have any form of representation at the coronation celebrations. No arrangements will be made until such an invitation is received. ","CORONATION CELEBRATIONS","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","JOHNSTON, Edward","KP8","N/A","N/A","N/A","245","I ask the Minister in charge of Territories whether the attention of the Government has been drawn to the statement of Mr. F. H. G. Simcocks, an accountant in the Treasury at Rabaul, reported in todays Canberra Times, that the Treasury officials of the mandated territory of New Guinea are concerned in regard to the excessive amount of revenue which is pouring in and do not know which tax should be most reduced in order to dispose of some of the funds which have accumulated? Is it a fact that a duty of 10 per cent. is charged on all mining machinery, including Australian, imported into the territory, and that a royalty of 5 per cent. is charged on all gold produced in it? Will the Government suggest to the administration that the desire of the treasury officials to reduce the revenue might be met by affording some relief to the goldmining industry ? ","RABAUL FINANCES","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/question[1]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","PEARCE, George","K0F","N/A","N/A","N/A","245","I have seen this unauthorized statement which merely expresses the personal opinion of an official, and does not bear the authority of the Administrator, who is the only official in the territory possessing any right to make such a statement. In reply to the second portion of his question,I inform the honorable senator that representations have been made to me as to the alleged inequitable nature of the existing tax on gold produced in the territory. In fulfilment of a promise that I made, I am at present conducting an investigation into the allegation, to see whether a more equitable form of taxation can be devised. ","RABAUL FINANCES","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/answer[1]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","COLLINGS, Joseph","K7P","N/A","N/A","N/A","245","Will the Leader of the Senate consult with Mr. Simcocks, who is now in Sydney, with a view to ascertaining how a result similar to that experienced in Rabaul may be achieved in Australia? ","RABAUL FINANCES","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/question[2]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","PEARCE, George","K0F","N/A","N/A","N/A","245","I do not propose to confer with Mr. Simcocks. I believe, however, that some one else will confer with him. ","RABAUL FINANCES","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/answer[2]/talk.start/para","N/A","N/A"
