"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The PRESIDENT (Senator the Hon. Justin OByrne) took the chair at 10.30 a.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Petition","N/A","FAMILY LAW BILL","/hansard/chamber.xscript/debate[1]/para","N/A","N/A"
"0","0","0","1","0","0","0","1","CLERK, The","10000","N/A","N/A","N/A","327","A petition has been lodged for presentation as follows: ","N/A","FAMILY LAW BILL","/hansard/chamber.xscript/debate[1]/speech/talk.start/para","N/A","N/A"
"0","0","0","0","0","1","0","1","N/A","N/A","N/A","N/A","N/A","N/A","To the Honourable the President and Members of the Senate in Parliament assembled: The humble Petition of the undersigned citizens of Australia respectfully showeth:  That in modern society which accepts divorce, the Law of Divorce should be fair to both parties. However we are very concerned about proposals to alter the law in the Family Law Bill 1974. 1. The Family Law Bill 1 974 would fundamentally change the Institution of Marriage itself, and all existing and future marriages. 2.The said Bill does not provide or protect the legal or social rights of Women and Children in the family. 3.The said Bill does not provide for either the training of suitable counsellors who can assist in conciliation procedures or for suitable initiatives to be taken prior to the breakdown of marriage. Your petitioners therefore humbly pray that this Bill be tabled for six months and that all sections of the community be consulted on marriage, and the long term effects of such a Bill upon our Australian society. And your petitioners as in duty bound will ever pray. by Senator Bonner.","N/A","FAMILY LAW BILL","/hansard/chamber.xscript/debate[1]/speech/quote/para[1]","N/A","N/A"
"0","0","0","1","0","0","0","1","None","None","N/A","N/A","N/A","N/A","Petition received. ","N/A","FAMILY LAW BILL","/hansard/chamber.xscript/debate[1]/speech/para","N/A","N/A"
"1","0","0","0","0","0","0","1","GREENWOOD, Ivor","KMX","N/A","N/A","N/A","327","My question, which is addressed to the Minister representing the AttorneyGeneral, refers to the Corporations and Securities Industry Bill and the answer he gave me on Tuesday. Does he recall then saying:  .. I am sure that there is no intention on the part of the AttorneyGeneral to rush the Bill through the House of Representatives. Does he also recall his words: .. I reiterate the assurance that was given to me by the AttorneyGeneral that full opportunity would be given to any interested party to make representations for amendment of the Bill before it was pressed on with in the House of Representatives. I say to the Minister that I do not challenge the genuineness with which he made that statement. Having regard to the fact that the Government has now informed the Opposition that the Bill must now be debated next Tuesday in the House of Representatives can he explain his statement of Tuesday of this week that full opportunity would be given for interested parties to make their representations? Is it the fact that the Government is determined to rush on with this Bill, denying opportunity for representations to be made and considered?","CORPORATIONS AND SECURITIES INDUSTRY BILL","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","MCCLELLAND, Jim","5U4","N/A","ALP","N/A","327","I have not had an opportunity of discussing this matter with the AttorneyGeneral since it was raised yesterday by Senator Greenwood. I will do so this morning and let him have an answer today. ","CORPORATIONS AND SECURITIES INDUSTRY BILL","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","MULVIHILL, James","KVK","N/A","N/A","N/A","327","I direct my question to the Minister representing the Minister for the Environment and Conservation. I refer to some concern by conservationists about changes in our kangaroo skins export policy. In view of the generosity of Dr Cass to the States in the form of massive funding for the acquisition of additional wildlife habitat, how far have the States gone to respond to this policy which will provide havens for wildlife despite any changes in our kangaroo export policy? ","WILDLIFE CONSERVATION","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","WHEELDON, John","CJO","N/A","ALP","N/A","327","Senator Mulvihill was good enough to let me know that he would be asking a question on this subject. I think we all know that he probably has a keener interest in this matter than most honourable senators have. ","WILDLIFE CONSERVATION","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/answer/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","DRAKEBROCKMAN, Thomas","JXR","N/A","N/A","N/A","327","Tell him we have a few kangaroos in Western Australia. ","WILDLIFE CONSERVATION","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/answer/interjection[1]/talk.start/para","N/A","N/A"
