"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The President (Senator the Hon. A. M. McMullin) took the chair at 11 a.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","GUY, James Allan","KFW","N/A","N/A","N/A","186","Has the attention of the Minister for Trade and Customs been directed to the report that cuts ranging from 4d. to 8d. per lb. in the retail price of tea have been announced by Britains major tea distributors? Further, has he seen the reported statement of the Finance Minister of Ceylon that the international tea market was collapsing and that he predicted a resultant fall in tea prices? Is the Minister in a position to make a statement to the Senate indicating whether the reported position in other countries will have any effect on the price of tea in Australia? ","TEA.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","OSULLIVAN, Neil","JZI","N/A","LP","N/A","187","I have seen most of the reports referred to by the honorable Senator. This matter is kept under constant observation by the Chairman of the Tea Importation Board, Mr. McCarthy, who issued a statement on the 22nd April, stating that ","TEA.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"0","0","0","0","0","1","0","1","OSULLIVAN, Neil","JZI","N/A","N/A","N/A","N/A",".... it would be some time before the reduction affected Australian prices. The Board is at present selling for 5s. 11 1/2d. per pound tea that costs nearly 9s. per pound and the Board will need to buy a large quantity at much lower cost to keep the average cost at a reasonable level. ","TEA.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/quote/para","N/A","N/A"
"0","1","0","0","0","0","0","1","OSULLIVAN, Neil","JZI","N/A","LP","N/A","187","I assure the honorable senator that this matter is constantly under the notice of the Tea Importation Board. ","TEA.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/para","N/A","N/A"
"1","0","0","0","0","0","0","1","AYLETT, William","K0Z","N/A","N/A","N/A","187","Will the Minister representing the PostmasterGeneral take up with his colleague the question of relaxing regulations relating to the heating of postal staff rooms in the southern States? Although there has been a very cold snap over the southern States of the Commonwealth, heating is not provided in staff rooms until a date specified in Postal Department regulations. In view of the fact that the southern States are now experiencing a cold snap, just as Canberra is, I hope that something will be done to relax the regulations and so let postal employees enjoy a little warmth. ","POSTAL DEPARTMENT.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question[1]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","COOPER, Walter","JQP","N/A","CP","N/A","187","I shall bring the honorable senators question to the notice of the PostmasterGeneral and obtain a reply as quickly as possible. ","POSTAL DEPARTMENT.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer[1]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","ARMSTRONG, John Ignatius","K0C","N/A","N/A","N/A","187","asked the Minister representing the PostmasterGeneral, upon notice  1.Is it a fact that the PostmasterGenerals Department in New South Wales is finding it hard to staff the Mail Branch in that State? 2.What amount of money has been spent since 1st January, 1954, in advertising for competent staff for this Branch? 3.Will the PostmasterGeneral give an assurance that the staff employed in the Mail Branch in Sydney, New South Wales, are happy about their opportunity for promotion in that section?","POSTAL DEPARTMENT.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question[2]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","COOPER, Walter","JQP","N/A","N/A","N/A","187","The PostmasterGeneral has now supplied the following answers:  1.Difficulty is being experienced in maintaining the strength of the Mail Branch by reason of the high turnover of temporary staff. This is mainly due to the general labour shortage. 2.An amount of £4,777 has been spent on radio and press advertising for Mail Branch staff since 1st January, 1954. 3.Yes.","POSTAL DEPARTMENT.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer[2]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","ARMSTRONG, John Ignatius","K0C","N/A","N/A","N/A","187","asked the Minister representing the PostmasterGeneral, upon notice  1.What are the conditions under which officers are selected for the position of supervisor in the Mail Branch, Sydney? 2.Does the test include a personal interview in which the qualifications, personality and ability of the officer are taken into consideration? 3.Is it a fact that an officer named Beilken who has not served within the Mail Branch organization in the State of New South Wales, has been appointed Superintendent of Mails, over the heads of selected supervisors? 4.Does this imply that the method of selecting supervisory staff in the past has been haphazard and inefficient, or does it indicate that, owing to the lack of opportunities in that branch, able men are not prepared to accept appointment to that branch in a supervisory capacity? 5.Has the PostmasterGeneral full confidence in the supervisory staff at the Mail Branch, Sydney?","POSTAL DEPARTMENT.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question[3]/talk.start/para","N/A","N/A"
