"question_flag","answer_flag","interjection_flag","speech_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Tuesday, 3 March 2015","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[1]","N/A","N/A"
"0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The PRESIDENT (Senator the Hon. Stephen Parry) took the chair at 12:30, read prayers and made an acknowledgement of country.","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[2]","N/A","N/A"
"0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A"," Mr President, I seek leave to move a motion relating to the deployment of Australian troops.  Leave not granted.","Deployment of Australian Troops","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[1]/talk.text/body/p[1]","Senator MILNE (Tasmania—Leader of the Australian Greens) ","(12:31):"
"0","0","0","1","1","MemberContinuation","ka5","N/A","N/A","N/A","N/A","Senator MILNE: Pursuant to contingent notice of motion, I move:  That so much of the standing orders be suspended as would prevent me moving a motion to provide for the consideration of a matter—namely, a motion relating to the deployment of Australian troops. For the interest of the Senate, I did have that motion distributed and it was to be that parliamentary approval should be required for Australian forces to be deployed to Iraq. I believe this is a matter of urgency, which is why I have moved for a suspension of standing orders to have it debated. We have a situation in Australia where going to war is a captains call, and that is wrong. We are talking about the lives of Australian service men and women, and they are being deployed because the Prime Minister of the day decides that is what he wants to do. In this case, the captains call is even worse because he made it and then decided not to tell the Australian people about it because a journalist wrote a story in a newspaper saying that he considered sending 3,500 Australian troops to unilaterally invade northern Iraq. So he put off telling the Australian people because he did not want to suffer the backlash from that article. He had to hose that down. Meanwhile, he goes to New Zealand and allows the New Zealand Prime Minister to announce the joint force that will be going to Iraq. The Prime Minister of New Zealand said there would be 143 New Zealanders. And here we finally find out, after a delay, after they have dealt with the adverse story in The Australian, where one journalist stopped a nation from being told that another 300 troops are going to go to Iraq. So now we have a situation of: 200 Special Forces personnel; 400 in the Air Force over there now; and we are going to have another 300. That is 900 Australian service men and women on the Prime Minister Tony Abbotts captains call. We are still suffering from the captains call that former Prime Minister John Howard made in 2003 sending us into the war in Iraq based on a lie. The Labor Party is going along with this and saying they support it. They put a ridiculous caveat on it that, if the Iraqi security forces engage in unacceptable conduct or if the Iraqi government adopts unacceptable policies, Australia should withdraw. We know now they are engaged in unacceptable conduct. We know that the mess that is the Iraqi Security Forces is fighting alongside Shiite militias which are conducting massacres; 72 innocent people were killed just last week as a result of Shiite militias engaged in bad behaviour. ISIS has engaged in appalling behaviour as well; let me very clear about that. We are talking about barbaric behaviour on both sides. We also know Iranian generals are fighting with the militias that we will be fighting alongside. We also know those militias are better paid and better weaponed than the security forces we are supposed to be going there for. The question that the Australian people need answered is: why are they going there, for how long, to what purpose, to what end? The Prime Minister has never made that clear and he still cannot. It started out as humanitarian aid—and I said then that this would become mission creep. This will see us engaged in a quagmire in Iraq on the back of a captains call. We have a Prime Minister who is a pugilist who knows nothing other than hitting out and he is sending Australian troops, men and women, into Iraq. We are now going to have 900 of them there—and to what end? For what purpose? As to their engagement with the Shiite militias, what does that mean for Australian troops? We are already in a quagmire and a mess in Iraq, and this is only going to make it worse. We have already had the military out there saying that the situation we are in right now is that you have to build capability and confidence. They are saying the morale of Iraqi Security Forces is decimated and undermined; their units are fragmented. And we think we can fix that, do we? Do we seriously think engaging with militias and seeing them engage in inhumane and disgraceful behaviour, alongside ISIS doing exactly the same, is going to sort out the Middle East? This is a bad call, and the parliament should decide. This should not be up to a Prime Minister. The community out there honestly thinks that the parliament sends Australian troops. We do not. The Prime Minister makes the call, the captains call. It is illconsidered; it has not been explained. It is wrong. (Time expired)","Deployment of Australian Troops","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[1]/talk.text/body/p[3]","N/A","N/A"
"0","0","0","1","1","MemberContinuation","ka5","N/A","N/A","N/A","N/A"," I should indicate at the outset the reasons why the government denied leave for Senator Milne to move her substantive motion, which is the same reason the government will be voting against the motion to suspend standing orders. There are several reasons. The first and by no means the primary reason is that, yes, Senator Milne did circulate this motion through the chamber moments before the Senate sat but there was no reasonable period of notice given to the other senators in this place to consider what it was that the Greens were putting forward.  We do have an order of business in this place. We do have allocated time for government business. We do have allocated time as well for private senators business. We do have allocated time for a range of contributions from colleagues in this place, and a very good reason always needs to be put forward if those arrangements are to be disturbed. My first point is that I do not think that the appropriate courtesies and notice have been observed in relation to this matter nor do I think a decent rationale has been put forward to change the arrangements for today. The second and perhaps more significant reason for denying leave and opposing the motion to suspend standing orders moved my Senator Milne is the very long established convention and practice observed by both the coalition government and by also the Australian Labor Party in government—and I do not want to preempt whatever the Prime Minister will be saying today—that the deployment of Australian Defence Force personnel in whatever capacity and in whatever way is a decision for the executive government of the day. We do not have the system of the United States here where the congress needs to endorse or give approval to certain actions in relation to armed service personnel. We have a different system here. We follow the Westminster conventions in this place. As I said, it is something that has been observed by both Labor governments and coalition governments that the Australian Defence Force personnel and their deployment is a decision from the executive government of the day. Now that is not to say that it is not appropriate for those deployments to be debated and discussed in the chambers of the Australian parliament. That is not to say that it is not appropriate for there to be the parliamentary scrutiny and questioning of those decisions. We have the forums and the formats of question time in both places. We have a range of other parliamentary mechanisms where these matters can be examined and debated. And there have been occasions where there has been the provision of the opportunity to debate the decisions of government. But we have not and do not accept as a government that there is or should be a requirement for parliamentary approval for the deployment of Australian Defence Force personnel. That is the practice and I think it is appropriate in the context of our particular system of government. So it is for those reasons that the government denied leave for the Australian Greens to move their substantive motion and it is also for those reasons that the government will not be supporting the motion to suspend standing orders. We do not think the case has been made and we do not support the concept that parliamentary approval is or should be required. These are matters, appropriately, for the elected government of the day.","Deployment of Australian Troops","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[2]/talk.text/body/p[1]","Senator FIFIELD (Victoria—Manager of Government Business in the Senate and Assistant Minister for Social Services) ","(12:36):"
"0","0","0","1","1","MemberContinuation","ka5","N/A","N/A","N/A","N/A"," I indicate that Labor will not be supporting this suspension as it has not supported previous suspensions. I would like to begin by expressing Labors support for the ADF personnel currently involved in operations in Iraq and the wider Middle East. Like they always do, our ADF personnel serving with dedication and distinction. They are having an impact in the international efforts against Daesh. Our RAAF pilots have completed 167 missions, releasing over 200 weapons. Our other Air Force assets including refuellers, command and control aircraft, and heavy lift aircraft are providing valuable support for the international mission. Our special forces are now on the ground in Iraq advising and assisting the Iraqi armed forces. The Chief of the Defence Force, Air Chief Marshal Binskin, told Senate estimates last week that our contribution is making a difference against Daesh:  … for all intents and purposes … their major push and their major strategic message of being able to establish a caliphate is in question. Let me repeat, Labor supports the current commitment to fighting Daesh in Iraq. If there is a change to the size or make up of Australias military contribution to Iraq, the government has promised to fully brief the opposition. Any changes to the mission should be fully explained to the Australian people by the Prime Minister. As Labor has said before, the role of parliament is to debate issues of concern, particularly when it comes to whether Australia deploys its defence forces. Labor supports the role of parliament as a place of debate but that should not be confused with requiring parliamentary approval for military deployments. The role of the parliament in approving military action is fraught with danger. The government must retain maximum flexibility to respond to threats to Australias national security quickly and efficiently. Requiring parliamentary approval prior to deploying ADF personnel and assets could unnecessarily increase the risk to the deployment. Furthermore, the government of the day has access to classified information which the parliament does not. Executive government remains the most appropriate body to exercise civilian control of the Australian Defence Force. And we fully expect the government to provide opportunities to debate this deployment in the coming weeks and months. Just last week the defence minister provided an update on operations in Iraq, Afghanistan and the Middle East. That is appropriate and it ensures an important level of transparency to any ADF deployment. Regular statements to parliament by the government is something that Labor initiated and it is something that this government is continuing As I have said, it is appropriate for the parliament to debate government decisions that involve the deployment of ADF personnel, but that should be done in a considered way. We do not believe that this is a considered way and we do not support this suspension motion.","Deployment of Australian Troops","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[3]/talk.text/body/p[1]","Senator CONROY (Victoria—Deputy Leader of the Opposition in the Senate) ","(12:41):"
"0","0","0","1","1","MemberContinuation","ka5","N/A","N/A","N/A","N/A"," I rise to support the suspension motion. What we see in front of us is, by its very definition, precisely the kind of mission creep that was predicted at the outset—here in Australia, in the United States and in the United Kingdom. Nobody, from the Prime Ministers office down, has ever made clear what the primary objective of the mission is. What is the rationale? What is the desired end state? What does success look like? I strongly take issue with Senator Conroys comments—although they are reflected by those of Senator Fifield—that because the executive has access to classified intelligence materials the decision somehow lies outside this place. These are not tactical decisions; these are very political decisions. In a democracy, the decision to deploy is not a military decision. It is a decision that should be taken democratically.  Senator Fifield let the cat out of the bag a short time ago. President Obama had to go to congress and Prime Minister Cameron had to go to Westminster because, in part, of the debacle of the 2003 invasion of Iraq. That invasion was presided over by a substantial fraction of Abbott government frontbenchers, not a single one of whom has uttered a word of contrition or apology for that catastrophe; nonetheless they are demanding that we be led blindfolded into another deployment. The very same people who presided over that disaster are now leading us into another. These are political decisions. Once the political decision has been made—as it has been in Washington, as it has been in London—then the considerations are turned over to the military. That is where your classified intelligence material comes into play. Politicians should not get involved in specifics of deployments. Those are military and strategic decisions; this is a political one. What we have heard from Senator Conroy and Senator Fifield is, effectively, a declaration of incompetence. You are willing to let the Prime Minister stand up in front of as many flags as he can muster—in desperate search of a bounce in the polls—to announce a deployment. You would not be willing to put your name on the voting register as having supported that deployment when it all goes horribly sideways, as it did after 2003. As Prime Minister Abbott has identified, the Iraqi authorities need to give consent for Australian troop deployments and positioning in Iraq. So effectively it is everybody except us. Australia just goes traipsing along behind our great and powerful ally, the United States, as we have done with so many disastrous deployments. It is everyone except Australia. Through you, Mr Acting Deputy President: Senator Fifield, if not now then when? Should we wait for a prime ministerial press conference? Should we wait for the PM to array himself in front of an extraordinary display of flags in response to announcements that have been leaked and foreshadowed in the media by other leaders for weeks? You expect the parliament to behave like that, in the face of one of the most significant decisions, if not the most significant decision, that a legislature or an executive can make. I strongly disagree, Senator Fifield—through you, Mr Acting Deputy President. The time for that debate is now and the place for it is here—not in the context of some prime ministerial brain snap that may or may not have happened, no matter how well intentioned. That debate should happen in the open air, in the light of day, in an elected parliament. That is what this place is for. Other democracies may have grown up enough, either through the war power invested in congress hundreds of years ago or much more recently in the instance of Westminster, with respect to reacting to the debacle of Iraq. There is now a convention. It is not put to a vote, but senators here will be well aware that the royal military was prevented from being put into the fight in Syria by a debate in Westminster. That is how mature democracies make these decisions, not on the basis of plans drawn up on the backs of envelopes by prime ministers desperate for a lift in the polls. That is not how deployments should occur in modern democracies.","Deployment of Australian Troops","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[4]/talk.text/body/p[1]","Senator LUDLAM (Western Australia) ","(12:45):"
"0","0","0","1","1","MemberInterjecting","D2I","N/A","N/A","N/A","N/A","Senator Fifield: That is offensive. ","Deployment of Australian Troops","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[4]/talk.text/body/p[5]","N/A","N/A"
"0","0","0","1","1","MemberContinuation","I07","N/A","N/A","N/A","N/A","Senator LUDLAM: I will tell you what is offensive, Senator Fifield, and that is simply being told that we have to trust this Prime Minister on the most significant decision that a nation can make, against the backdrop of a series of disastrous captains calls. It is about time we grew up and submitted these discussions, debate and, ultimately, decisions to those elected MPs who would then need to live with the decisions that they make. ","Deployment of Australian Troops","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[4]/talk.text/body/p[6]","N/A","N/A"
"0","0","1","0","1","Fifield, Sen Mitch","D2I","N/A","LP","N/A","927","N/A ","Deployment of Australian Troops","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[4]/interjection/talk.start","N/A","N/A"
"0","0","0","1","1","Fifield, Sen Mitch","D2I","N/A","N/A","N/A","N/A"," I will make a brief contribution indicating that I do support this motion. This is an important issue. It is a pity that leave was not granted to deal with this important issue. I want to restate what I said on 1 September last year in this place: there ought to be a measure of parliamentary approval. Senator Ludlam is right. We are behind the United States and the United Kingdom when it comes to dealing with troop deployments. Picking up on Senator Conroys point, we do need to consider that there may be circumstances when there is an urgent need for deployment of troops that may not be subject to immediate parliamentary approval, but there ought to be a mechanism or a trigger in place to ensure that parliamentary approval is dealt with. That is why I think that is important.  Let us look at the issue of the invasion of Iraq in 2003. It overthrew the brutal regime of Saddam Hussein and then, recklessly, the coalition forces dismissed the entire army and dismantled the Baath party. These last two events fuelled an insurgency, ignited a vicious civil war between the Shiites and the Sunnis, increased Irans influence and, most tragically of all, led to hundreds of thousands of deaths. Meanwhile, at regional level, tensions between the Sunnis and Shiites have increased. For instance, Saudi Arabia backed the crushing of the Arab Spring in order to defeat the Shiites, particularly in Bahrain. This is a very delicate geopolitical situation but we have to deal with these issues in the parliament. That is what parliament is for; it is not for telling the military what to do or how to do it but in terms of our longterm involvement and in terms of being constantly vigilant in terms of mission creep. Otherwise we are headed for another disaster. I put it unambiguously that Islamic State—ISIS or Daesh, as they are also called more appropriately—is an evil organisation. They have been responsible for callous atrocities, and I support what the government has done to date in order to crush ISIS and to ensure that the people that they have occupied are emancipated. But we must learn from the catastrophic consequences of George W Bushs handling of Iraq. We must ensure that these minor incremental increases do not turn into a fullscale war. Finally, I want to make this absolutely clear: I wish our troops well. I am sure they have done us proud and will continue to do us proud. The issue here is having parliamentary scrutiny of the most grave decision any government can make, which is to send our trips to war.","Deployment of Australian Troops","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[5]/talk.text/body/p[1]","Senator XENOPHON (South Australia) ","(12:50):"
