"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The PRESIDENT (Senator the Hon. Sir Alister McMullin) took the chair at 1 1 a.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","FITZGERALD, Joseph","JZB","N/A","N/A","N/A","225","My question is directed to the Minister representing the Minister for Social Services. Has the Minister been advised of the resolution passed by the annual general conference of the Old Age and Invalid Pensioners Association of New South Wales calling upon the Government to bestow justice upon aged, widowed and incapacitated civilian citizens in accordance with Article 25 of the United Nations Universal Declaration of Human Rights, which is designed to abolish poverty and to preserve human dignity? Will the Minister prevail upon the Minister for Social Services to heed the plea of the pensioners in our community and do something for them in the social services legislation to be introduced into the Parliament in accordance with the statements contained in the GovernorGenerals Speech of last week? ","SOCIAL SERVICES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","RANKIN, Annabelle","K28","N/A","N/A","N/A","225","I do not know whether my colleague the Minister for Social Services has received or seen the resolution mentioned, but I will direct his attention to the honourable senators comments. I would point out that this Government has a very proud record in the field of social services and that its intention to maintain that record is evident from the further promises contained in the GovernorGenerals Speech. ","SOCIAL SERVICES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","LAUGHT, Keith","KQQ","N/A","N/A","N/A","225","I address my question to the Minister for Supply. I understand that the United States Army will set up a procurement office, attached to the Department of Supply in Melbourne, through which Australian manufacturers will be able to compete with those of other countries for contracts to supply various articles to the United States Army, Navy and Air Force. Is it a fact that the procedure will be for a list of requirements to come from the central procurement agency in Japan and for it to be posted on a pub lic notice board in Melbourne? Is it a fact also that the goods required include foodstuffs, clothing, spare parts, electronic gear and toilet requisites? Will the Minister use his good offices to see that copies of these notices are simultaneously posted on notice boards in his departmental offices in all State capitals, and particularly in Adelaide as I am sure that South Australians would be most interested in tendering for the supply of these articles? ","DEFENCE CONTRACTS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","HENTY, Norman","KOW","N/A","LP","N/A","225","It is a fact that the United States Government proposes to set up a procurement office in Australia for its off shore purchases for Vietnam. As I understand the present position, the United States has a central procurement office in Japan and procurement offices in Hong Kong and Singapore, lt is proposed now to extend the procurement offices to include Australia. I do not think that at present the organisation has been solidified. The Department of Supply will be in consultation with the mission to Australia and I can assure honorable senators that we will do our best to see that when the off shore requirements are known to the Department of Supply we will keep Australian industries in every State advised of them as early as possible. That is significant, because off shore requirements are urgently needed. The tenders are not open for a great length of time and therefore Australian industries should be advised as quickly as possible. The Department of Supply will do everything possible to coordinate matters and ensure that industries in every State are aware of the off shore requirements of the American Army, Navy and Air Force in Vietnam. ","DEFENCE CONTRACTS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","TURNBULL, Reginald","K8Y","N/A","IND; AP from Aug. 1969; IND from Jan. 1970","N/A","225","Can the Minister representing the Prime Minister give the Senate an indication of how far negotiations have progressed towards the formation of an Australian council for the purpose of combining all the arts? ","AUSTRALIAN ARTS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","HENTY, Norman","KOW","N/A","LP","N/A","225","The Prime Minister has received a number of representations from different organisations on the question raised by the honourable senator. Honourable senators will have noted that the Prime Minister has recently made additions to his staff. He has said in another place that the additional staff will enable him to give close attention to the problems which have been put to him by various bodies. The matter raised by the honourable senator is now being closely examined by the Government and the Prime Minister and I should be able to give further information as soon as a decision is made. ","AUSTRALIAN ARTS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","DRAKEBROCKMAN, Thomas","JXR","N/A","N/A","N/A","226","I ask the Minister representing the Minister for Defence whether his attention has been drawn to a report in the Western Australian of 1st March stating that large quantities of materials for the naval communication base at North West Cape were arriving regularly in Geraldton. Is the Minister aware that these materials include road plant, furniture, washing machines, construction material and food supplies? Could the Minister inform the Senate how much of this material is manufactured in Western Australia and whether the maximum quantity of Western Australian manufactured goods is being used in the project? ","NORTH WEST CAPE NAVAL COMMUNICATION BASE","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","GORTON, John","KH5","N/A","LP","N/A","226","I think the honourable senator will be aware that the agreement between the United States and Australian Governments for the construction of the North West Cape installations contains a provision that the maximum quantity of Australian, manufactured goods would be used in providing requirements. It did not of course contain, and could not be expected to contain, a provision that the maximum quantity of Western Australian goods should be provided; it was a provision that the maximum quantity of goods made in Australia would be used. This provision is being honoured in the observance. I cannot tell the honourable senator just how much of the Australian manufactured goods used are Western Australian manufactured goods, but the salient point is that they are Australian made goods. I think the honourable senator is aware that considerable rain has fallen in the Geraldton area which has closed the road out of Geraldton for some months. There is an accumulation of these goods which has perhaps prompted the newspaper statement that is the basis of the honourable senators question. However, the salient fact is that the requirement that Australian made goods should be supplied is being adhered to. ","NORTH WEST CAPE NAVAL COMMUNICATION BASE","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","MCCLELLAND, Douglas","KTA","N/A","N/A","N/A","226","My question is directed to the Minister for Housing. Has the Minister investigated a report that a Sydney building society has introduced a scheme of home loans for newly married couples based on the joint salaries of the husband and wife, but that to qualify the couples must make a written statement that the wife intends to work for three years after their marriage and that they do not intend to have a family until after that time? Will the Minister agree that because of Australias shortage of population, this type of written undertaking required by the society is unduly harsh and restrictive and should not be tolerated? Will the Minister further agree that the requirement of the society really underlines the great difficulty young couples are having in securing housing loans? If investigations have been carried out by the Minister, what action is she able to take to see that young Australians seeking homes are not restricted in any way at all? ","HOUSING","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question/talk.start/para","N/A","N/A"
