"question_flag","answer_flag","interjection_flag","speech_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Tuesday, 2 July 2019","N/A","N/A","/hansard/chamber.xscript/business.start/body/p","N/A","N/A"
"0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A"," I remind the Senate that it should now choose one of its members to become President. I move:  That Senator Ryan take the chair of the Senate as President. The Clerk: Are there any further nominations?  I move: That Senator McKim take the chair of the Senate as President. The Clerk: There being two nominations, I invite the candidates to address the Senate. Senator Ryan.  Thanks, Senator Cormann, and I submit myself to the will of the Senate. The Clerk: Senator McKim.  Thank you, very much. As Senator Ryan has done, I submit myself to the will of the Senate. But, in doing so, I want to make a couple of points. Firstly, Ive accepted this nomination to draw attention to the stitchup between the major parties that underpins so much of how this place operates. Make no mistake.","N/A","PARLIAMENTARY OFFICE HOLDERS","/hansard/chamber.xscript/debate[3]/subdebate.2[1]/speech[1]/talk.text/body/p[1]","Senator CORMANN (Western Australia—Minister for Finance, VicePresident of the Executive Council and Leader of the Government in the Senate) ","(11:04):"
"0","0","0","1","1","Honourable senators","N/A","N/A","N/A","N/A","N/A","Honourable senators interjecting— ","N/A","PARLIAMENTARY OFFICE HOLDERS","/hansard/chamber.xscript/debate[3]/subdebate.2[1]/speech[4]/talk.text/body/p[2]","N/A","N/A"
"0","0","0","1","1","MemberContinuation","JKM","N/A","N/A","N/A","N/A","Senator McKIM: In fact, the level of interjection here is exactly why we need a Greens senator sitting in the Presidents chair. It is because this place is not a cosy club, and it should not operate as a cosy club where the major parties get together and stitch up so much of how this place operates, just as they do in the other place and just as theyve done historically in the Senate.  Let me make a blindingly obvious observation: the government does not have a majority in the Senate. This Senate has not been given a mandate by the Australian people to pass the governments agenda unaltered. If thats what the people wanted they would have put the government in a majority in this place. But they didnt. Theyve elected a balanceofpower Senate, and for too long the major parties have used their collective majority in this place to determine how the Senate operates. You only have to have a look at the other closed shops in this parliament—for example, the joint standing committee on intelligence and security, how thats worked in this place, stitched up by the major parties, and now weve got the ABC being raided by the AFP. This cosy stitchup between the major parties is not serving our country and it is not serving the people of Australia. Ive accepted the nomination for this role on behalf of the well over a million people who voted for the Australian Greens at this election, who voted to shake up politics, who voted for strong action on climate, who voted for strong action to address the extinction crisis facing this planet. I say to the major parties: if you cant feel the ice cracking under you, if you cant feel the fragility of our institutions starting to crumble in this country, you are not paying close enough attention. The Australian Greens are here to shake up politics. We are here to shake up business as usual and we are here to shake up the way this Senate operates. I ask all senators, particularly my crossbench colleagues, for their support. The Clerk: As there are two nominees, a ballot will now be held. Before proceeding to ballot, the bells will be rung for four minutes. The bells having been rung— The Clerk: The Senate will now proceed to ballot. Ballot papers will be distributed. Please write on the ballot paper the name of the candidate you wish to vote for. The candidates are Senator Ryan and Senator McKim. A ballot having been taken— The Clerk: I announce the result of the ballot as follows: Senator Gavin Marshall, one vote; Senator Nick McKim, 10 votes; Senator the Hon. Scott Ryan, 63 votes. Senator the Hon. Scott Ryan is therefore elected as President of the Senate in accordance with the standing orders. Senator Ryan having been conducted to the dais—","N/A","PARLIAMENTARY OFFICE HOLDERS","/hansard/chamber.xscript/debate[3]/subdebate.2[1]/speech[4]/talk.text/body/p[3]","N/A","N/A"
"0","0","0","1","1","MemberContinuation","JKM","N/A","N/A","N/A","N/A"," I thank Senator Cormann for the nomination and I thank the Senate for the faith that it has expressed in me to continue to serve. I will continue to serve the interests of the entire Senate and all senators, as I have endeavoured to over the last 19 months. I make one final promise, which is that I will see those doors get finished eventually. Thank you, all.   Congratulations, Mr President. In congratulating you I would like to thank the opposition for acting consistent with convention, as we do, in supporting the governments nominee for President. You are in many ways a perfect fit for the position of President. You are trusted, you are fair, you are impartial and you have a deep understanding of parliamentary democracy, Westminster traditions, the Constitution and Australian political history. Indeed, you have a deep love of the Senate as a central institution of parliamentary democracy. You have presided over our proceedings so far as our President with good humour and the appropriate levels of independence. We wish you well in reassuming your office.  I rise on behalf of the opposition to congratulate you, Mr President, on your reelection as President of the Senate. Fairness and impartiality are obviously key attributes for any person holding this position, especially in this chamber, which is the only chamber in the parliament in which executive government can actually be held to account, given the numbers in the House of Representatives. We know you recognise that you hold this position on the trust of the Senate, not as a partisan. We also know that you have a deep respect for the principles and conventions of our democracy, such as the separation of powers and the principle of ministerial accountability—principles which more in this parliament might recognise. We recognise you also hold a deep respect for the role the Senate has in Australias democracy and we look forward to continuing to work with you.  Mr President, I rise on behalf of the Australian Greens to congratulate you on your appointment. It was a closerun thing! Clearly, we are disappointed that our candidate, Senator McKim, wasnt elected. Clearly, the election of President is a gift of the Senate; it doesnt belong to either of the major parties. We think this is one of many conventions that dont serve the parliament well. We do think that having someone from the crossbench would make this a much more lively and interesting chamber. Having said that, we are assured that you will continue your role assiduously and independently. As one of the few people who have been booted out of this place by you, I hope that that tradition will not continue through this parliament. The PRESIDENT: I thank senators for their kind words. Sitting suspended from 11:28 to 14:25","N/A","PARLIAMENTARY OFFICE HOLDERS","/hansard/chamber.xscript/debate[3]/subdebate.2[1]/speech[5]/talk.text/body/p","The PRESIDENT ","(11:24):"
"0","0","1","0","1","PRESIDENT, The","10000","N/A","N/A","N/A","4","N/A ","N/A","PARLIAMENTARY OFFICE HOLDERS","/hansard/chamber.xscript/debate[3]/subdebate.2[1]/speech[8]/interjection/talk.start","N/A","N/A"
"0","0","0","1","1","PRESIDENT, The","10000","N/A","N/A","N/A","N/A"," I wish to inform honourable senators that the GovernorGeneral will be pleased to receive the President and senators in the Members Hall immediately.  The PRESIDENT: I invite honourable senators to accompany me to the Members Hall, where I will present myself to His Excellency the GovernorGeneral as the choice of the Senate to be its President. Sitting suspended from 14:25 to 15 : 00 The President and honourable senators proceeded to the Members Hall and having returned—","N/A","PARLIAMENTARY OFFICE HOLDERS","/hansard/chamber.xscript/debate[3]/subdebate.2[2]/speech/talk.text/body/p[1]","Senator CORMANN (Western Australia—Minister for Finance, VicePresident of the Executive Council and Leader of the Government in the Senate) ","(14:25):"
"0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A"," I report that, accompanied by honourable senators, this afternoon I presented myself to the GovernorGeneral as the choice of the Senate as President. The GovernorGeneral presented me with a commission to administer to senators the oath or affirmation of allegiance, and I table the commission. ","N/A","PARLIAMENTARY REPRESENTATION","/hansard/chamber.xscript/debate[5]/subdebate.2/speech/talk.text/body/p","The PRESIDENT ","(17:01):"
"0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A"," I inform the Senate that I have received a copy of the opening speech which His Excellency the GovernorGeneral delivered to both houses of parliament.  Ordered that consideration of the GovernorGenerals opening speech be made an order of the day for the next day of sitting.","N/A","GOVERNORGENERALS SPEECH","/hansard/chamber.xscript/debate[6]/speech/talk.text/body/p[1]","The PRESIDENT ","(17:01):"
"0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A"," by leave—I move:  That standing order 3(4) be suspended, to enable the Senate to consider business other than that of a formal character before the addressinreply to the GovernorGenerals opening speech has been adopted.  I move: Omit all words after That, substitute: so much of standing order 3(4) be suspended to enable the Senate to consider the following business before the addressinreply to the GovernorGenerals opening speech has been adopted: (a) business other than that of a formal character (excluding government business); and (b) government business relating to the consideration of the Treasury Laws Amendment (Tax Relief So Working Australians Keep More Of Their Money) Bill 2019. In effect, this requires, firstly, that the government will ensure that the first order of government business will be the tax bills and, secondly, that the government will need the agreement of the Senate to proceed with other bills before finalising the addressinreply, which I think on the last occasion took two years. I would make the point that the government has flagged medevac legislation. An honourable senator: Hear, hear!","N/A","BUSINESS","/hansard/chamber.xscript/debate[7]/subdebate.2/speech[1]/talk.text/body/p[1]","Senator CORMANN (Western Australia—Minister for Finance, VicePresident of the Executive Council and Leader of the Government in the Senate) ","(17:01):"
"0","0","0","1","1","MemberContinuation","00AOU","N/A","N/A","N/A","N/A","Senator WONG: Hear, hear! This amendment would ensure that the Senate would have to give the government permission to bring in that legislation before it is debated and voted upon. I would also make the point—and this is something the Labor Party is concerned about—that the government today flagged via the GovernorGenerals speech industrial relations legal changes, which I do not recall them campaigning on in the election, for which they have no mandate. We do not intend to give the government a leave pass in bringing that legislation forward.   Firstly, this amendment is obviously seeking to determine the governments business on the agenda. Its always a matter for the government to set its business on the agenda. I can also say that our expectation is that Thursday will be fully occupied with dealing with our income tax relief plan, which we took to the last election and which the Australian people voted for, because we want to get more money into workers pockets as soon as possible; we want to create more jobs on the back of the economy being stimulated with our income tax relief plan. That is the No. 1 and only major priority for this week. I can also advise the chamber that there is absolutely no plan to—and we will not—bring the medevac legislation to the Senate this week.","N/A","BUSINESS","/hansard/chamber.xscript/debate[7]/subdebate.2/speech[2]/talk.text/body/p[8]","N/A","N/A"
"0","0","0","1","1","Opposition senators","N/A","N/A","N/A","N/A","N/A","Opposition senators interjecting— ","N/A","BUSINESS","/hansard/chamber.xscript/debate[7]/subdebate.2/speech[3]/talk.text/body/p[3]","N/A","N/A"
"0","0","0","1","1","MemberContinuation","HDA","N/A","N/A","N/A","N/A","Senator CORMANN: Im speaking on behalf of the government. The government will not be bringing the medevac legislation to the Senate this week. That is very, very clear.  The principle of the opposition trying to hijack, on the first day, the governments legislative agenda is breathtaking in its arrogance and in its inappropriateness. The government will be opposing the amendment, and I commend the unamended motion to the Senate.","N/A","BUSINESS","/hansard/chamber.xscript/debate[7]/subdebate.2/speech[3]/talk.text/body/p[4]","N/A","N/A"
